id,body,date,amount,sender,recipient_name,recipient_phone,fee,new_balance,transaction_type
847,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-12 17:15:57. Your NEW BALANCE :54210 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-12 15:15:57",50000,"unknown sender","your mobile money account at",2024,0,54210,"Bank Deposit"
848,"TxId: 20823828008. Your payment of 1,000 RWF to Alex Doe 11421 has been completed at 2024-09-11 20:08:36. Your new balance: 8,830 RWF. Fee was 0 RWF.","2024-09-11 18:08:36",1000,"unknown sender","alex doe",11421,0,8830,"Payment to Code Holder"
849,"*165*S*6000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-09-12 18:16:57 . Fee was: 100 RWF. New balance: 35860 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-12 16:16:57",6000,"unknown sender","jane smith",250789888888,100,35860,"Transfer to Mobile"
850,"TxId: 21123163485. Your payment of 10,000 RWF to Linda Green 41295 has been completed at 2024-09-10 18:17:25. Your new balance: 48,280 RWF. Fee was 0 RWF.","2024-09-10 16:17:25",10000,"unknown sender","linda green",41295,0,48280,"Payment to Code Holder"
851,"TxId: 60033930579. Your payment of 1,000 RWF to Robert Brown 65442 has been completed at 2024-09-12 20:27:42. Your new balance: 33,260 RWF. Fee was 0 RWF.","2024-09-12 18:27:42",1000,"unknown sender","robert brown",65442,0,33260,"Payment to Code Holder"
852,"*165*S*1500 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-09-12 10:42:05 . Fee was: 100 RWF. New balance: 7230 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-12 08:42:05",1500,"unknown sender","jane smith",250789888888,100,7230,"Transfer to Mobile"
853,"*165*S*12000 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-09-12 17:16:22 . Fee was: 250 RWF. New balance: 41960 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-12 15:16:22",12000,"unknown sender","robert brown",250788999999,250,41960,"Transfer to Mobile"
854,"TxId: 90380679208. Your payment of 2,000 RWF to Linda Green 51673 has been completed at 2024-09-12 20:35:11. Your new balance: 31,260 RWF. Fee was 0 RWF.","2024-09-12 18:35:11",2000,"unknown sender","linda green",51673,0,31260,"Payment to Code Holder"
855,"*165*S*1500 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-09-12 19:09:42 . Fee was: 100 RWF. New balance: 34260 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-12 17:09:42",1500,"unknown sender","samuel carter",250791666666,100,34260,"Transfer to Mobile"
856,"TxId: 12313178673. Your payment of 1,500 RWF to Samuel Carter 98382 has been completed at 2024-09-13 13:52:19. Your new balance: 28,260 RWF. Fee was 0 RWF.","2024-09-13 11:52:19",1500,"unknown sender","samuel carter",98382,0,28260,"Payment to Code Holder"
857,"*113*R*A bank deposit of 345000 RWF has been added to your mobile money account at 2024-09-13 13:22:34. Your NEW BALANCE :376260 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-13 11:22:34",345000,"unknown sender","your mobile money account at",2024,0,376260,"Bank Deposit"
858,"*165*S*600000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-09-13 16:31:16 . Fee was: 1500 RWF. New balance: 23660 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 14:31:16",600000,"unknown sender","robert brown",250790777777,1500,23660,"Transfer to Mobile"
859,"*165*S*1500 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-09-13 17:29:51 . Fee was: 100 RWF. New balance: 22060 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 15:29:51",1500,"unknown sender","robert brown",250788999999,100,22060,"Transfer to Mobile"
860,"TxId: 57207221830. Your payment of 1,500 RWF to Alex Doe 22803 has been completed at 2024-09-13 18:36:22. Your new balance: 20,560 RWF. Fee was 0 RWF.","2024-09-13 16:36:22",1500,"unknown sender","alex doe",22803,0,20560,"Payment to Code Holder"
861,"*165*S*5000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-09-13 18:45:49 . Fee was: 100 RWF. New balance: 15460 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 16:45:49",5000,"unknown sender","jane smith",250789888888,100,15460,"Transfer to Mobile"
862,"TxId: 72944989836. Your payment of 1,500 RWF to Alex Doe 31890 has been completed at 2024-09-13 19:11:06. Your new balance: 13,960 RWF. Fee was 0 RWF.","2024-09-13 17:11:06",1500,"unknown sender","alex doe",31890,0,13960,"Payment to Code Holder"
863,"*165*S*1000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-09-13 20:06:26 . Fee was: 20 RWF. New balance: 12940 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 18:06:26",1000,"unknown sender","robert brown",250789888888,20,12940,"Transfer to Mobile"
864,"*165*S*2500 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-09-13 22:18:35 . Fee was: 100 RWF. New balance: 10340 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 20:18:35",2500,"unknown sender","jane smith",250788999999,100,10340,"Transfer to Mobile"
865,"*113*R*A bank deposit of 600000 RWF has been added to your mobile money account at 2024-09-13 16:29:38. Your NEW BALANCE :625160 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-13 14:29:38",600000,"unknown sender","your mobile money account at",2024,0,625160,"Bank Deposit"
866,"*165*S*3000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-09-13 16:17:17 . Fee was: 100 RWF. New balance: 25160 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 14:17:17",3000,"unknown sender","robert brown",250790777777,100,25160,"Transfer to Mobile"
867,"*165*S*700 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-09-13 23:16:08 . Fee was: 20 RWF. New balance: 5620 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 21:16:08",700,"unknown sender","alex doe",250791666666,20,5620,"Transfer to Mobile"
868,"TxId: 97178498053. Your payment of 5,300 RWF to Jane Smith 63271 has been completed at 2024-09-13 22:54:52. Your new balance: 5,040 RWF. Fee was 0 RWF.","2024-09-13 20:54:52",5300,"unknown sender","jane smith",63271,0,5040,"Payment to Code Holder"
869,"*165*S*2000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-09-14 07:07:10 . Fee was: 100 RWF. New balance: 2800 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-14 05:07:10",2000,"unknown sender","jane smith",250789888888,100,2800,"Transfer to Mobile"
870,"You have received 1300 RWF from Robert Brown (*********711) on your mobile money account at 2024-09-13 22:55:34. Message from sender: . Your new balance:6340 RWF. Financial Transaction Id: 11967814854.","2024-09-13 20:55:34",1300,"robert brown",unknown,N/A,0,6340,"Incoming Money"
871,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-14 11:57:49. Your NEW BALANCE :50800 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-14 09:57:49",50000,"unknown sender","your mobile money account at",2024,0,50800,"Bank Deposit"
872,"*165*S*700 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-09-13 23:16:45 . Fee was: 20 RWF. New balance: 4900 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 21:16:45",700,"unknown sender","linda green",250789888888,20,4900,"Transfer to Mobile"
873,"*165*S*42000 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-09-14 12:40:13 . Fee was: 250 RWF. New balance: 7350 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-14 10:40:13",42000,"unknown sender","linda green",250788999999,250,7350,"Transfer to Mobile"
874,"*165*S*345000 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-09-13 13:24:36 . Fee was: 1500 RWF. New balance: 29760 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-13 11:24:36",345000,"unknown sender","linda green",250789888888,1500,29760,"Transfer to Mobile"
875,"TxId: 77217198389. Your payment of 1,200 RWF to Linda Green 28799 has been completed at 2024-09-14 11:58:38. Your new balance: 49,600 RWF. Fee was 0 RWF.","2024-09-14 09:58:38",1200,"unknown sender","linda green",28799,0,49600,"Payment to Code Holder"
876,"*113*R*A bank deposit of 100000 RWF has been added to your mobile money account at 2024-09-14 18:04:48. Your NEW BALANCE :102250 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-14 16:04:48",100000,"unknown sender","your mobile money account at",2024,0,102250,"Bank Deposit"
877,"*165*S*3000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-09-14 15:14:51 . Fee was: 100 RWF. New balance: 4250 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-14 13:14:51",3000,"unknown sender","robert brown",250789888888,100,4250,"Transfer to Mobile"
878,"TxId: 28826953210. Your payment of 50,000 RWF to Samuel Carter 28438 has been completed at 2024-09-14 18:05:15. Your new balance: 52,250 RWF. Fee was 0 RWF.","2024-09-14 16:05:15",50000,"unknown sender","samuel carter",28438,0,52250,"Payment to Code Holder"
879,"TxId: 17948439353. Your payment of 3,000 RWF to Alex Doe 97683 has been completed at 2024-09-14 18:05:54. Your new balance: 49,250 RWF. Fee was 0 RWF.","2024-09-14 16:05:54",3000,"unknown sender","alex doe",97683,0,49250,"Payment to Code Holder"
880,"TxId: 69586541013. Your payment of 500 RWF to Alex Doe 72148 has been completed at 2024-09-14 19:51:47. Your new balance: 35,250 RWF. Fee was 0 RWF.","2024-09-14 17:51:47",500,"unknown sender","alex doe",72148,0,35250,"Payment to Code Holder"
881,"*164*S*Y'ello,A transaction of 10500 RWF by ESICIA LTD KPAY on your MOMO account was successfully completed at 2024-09-15 22:59:03. Message from debit receiver: 1727901172643392758074144. Your new balance:24750 RWF. Fee was 0 RWF. Financial Transaction Id: 15747282067. External Transaction Id: E42267291KPY1726433927.*EN#","2024-09-15 20:59:03",10500,"unknown sender",unknown,N/A,0,24750,"Transactions Initiated by Third Parties"
882,"*165*S*20000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-09-16 09:56:51 . Fee was: 250 RWF. New balance: 4500 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-16 07:56:51",20000,"unknown sender","jane smith",250789888888,250,4500,"Transfer to Mobile"
883,"TxId: 94012583928. Your payment of 4,500 RWF to Linda Green 64137 has been completed at 2024-09-16 13:42:40. Your new balance: 0 RWF. Fee was 0 RWF.","2024-09-16 11:42:40",4500,"unknown sender","linda green",64137,0,N/A,"Payment to Code Holder"
884,"*113*R*A bank deposit of 12000 RWF has been added to your mobile money account at 2024-09-16 17:58:53. Your NEW BALANCE :12000 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-16 15:58:53",12000,"unknown sender","your mobile money account at",2024,0,12000,"Bank Deposit"
885,"TxId: 91279986205. Your payment of 2,000 RWF to Jane Smith 75402 has been completed at 2024-09-14 16:16:43. Your new balance: 2,250 RWF. Fee was 0 RWF.","2024-09-14 14:16:43",2000,"unknown sender","jane smith",75402,0,2250,"Payment to Code Holder"
886,"TxId: 80693378371. Your payment of 2,000 RWF to Robert Brown 72729 has been completed at 2024-09-14 07:55:18. Your new balance: 800 RWF. Fee was 0 RWF.","2024-09-14 05:55:18",2000,"unknown sender","robert brown",72729,0,800,"Payment to Code Holder"
887,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-17 13:41:10. Your NEW BALANCE :50000 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-17 11:41:10",50000,"unknown sender","your mobile money account at",2024,0,50000,"Bank Deposit"
888,"TxId: 37418547572. Your payment of 3,500 RWF to Samuel Carter 71202 has been completed at 2024-09-17 13:41:36. Your new balance: 46,500 RWF. Fee was 0 RWF.","2024-09-17 11:41:36",3500,"unknown sender","samuel carter",71202,0,46500,"Payment to Code Holder"
889,"*165*S*1800 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-09-17 12:27:51 . Fee was: 100 RWF. New balance: 0 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-17 10:27:51",1800,"unknown sender","alex doe",250788999999,100,N/A,"Transfer to Mobile"
890,"*165*S*2000 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-09-17 18:59:56 . Fee was: 100 RWF. New balance: 32150 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-17 16:59:56",2000,"unknown sender","jane smith",250788999999,100,32150,"Transfer to Mobile"
891,"*165*S*8000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-09-17 19:01:11 . Fee was: 100 RWF. New balance: 24050 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-17 17:01:11",8000,"unknown sender","alex doe",250790777777,100,24050,"Transfer to Mobile"
892,"*165*S*12000 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-09-17 18:59:29 . Fee was: 250 RWF. New balance: 34250 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-17 16:59:29",12000,"unknown sender","samuel carter",250789888888,250,34250,"Transfer to Mobile"
893,"TxId: 36553832778. Your payment of 5,200 RWF to Jane Smith 25602 has been completed at 2024-09-17 20:52:40. Your new balance: 17,850 RWF. Fee was 0 RWF.","2024-09-17 18:52:40",5200,"unknown sender","jane smith",25602,0,17850,"Payment to Code Holder"
894,"*162*TxId:15783543056*S*Your payment of 5000 RWF to Bundles and Packs with token  has been completed at 2024-09-18 14:17:11. Fee was 0 RWF. Your new balance: 12850 RWF . Message: - -. *EN#","2024-09-18 12:17:11",5000,"unknown sender","bundles and packs with token  has been completed at",2024,0,12850,"Payment to Code Holder"
896,"*165*S*2000 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-09-18 14:23:38 . Fee was: 100 RWF. New balance: 10750 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-18 12:23:38",2000,"unknown sender","jane smith",250788999999,100,10750,"Transfer to Mobile"
897,"TxId: 67555624275. Your payment of 3,000 RWF to Jane Smith 31472 has been completed at 2024-09-18 14:33:31. Your new balance: 7,750 RWF. Fee was 0 RWF.","2024-09-18 12:33:31",3000,"unknown sender","jane smith",31472,0,7750,"Payment to Code Holder"
898,"TxId: 89855734028. Your payment of 2,500 RWF to Linda Green 15747 has been completed at 2024-09-18 20:16:35. Your new balance: 5,250 RWF. Fee was 0 RWF.","2024-09-18 18:16:35",2500,"unknown sender","linda green",15747,0,5250,"Payment to Code Holder"
899,"TxId: 82996055356. Your payment of 2,100 RWF to Samuel Carter 27184 has been completed at 2024-09-18 21:03:03. Your new balance: 3,150 RWF. Fee was 0 RWF.","2024-09-18 19:03:03",2100,"unknown sender","samuel carter",27184,0,3150,"Payment to Code Holder"
900,"*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-09-18 22:39:11. Your NEW BALANCE :23150 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-18 20:39:11",20000,"unknown sender","your mobile money account at",2024,0,23150,"Bank Deposit"
901,"*165*S*10000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-09-16 17:59:35 . Fee was: 100 RWF. New balance: 1900 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-16 15:59:35",10000,"unknown sender","robert brown",250790777777,100,1900,"Transfer to Mobile"
902,"TxId: 31576458916. Your payment of 1,000 RWF to Alex Doe 32980 has been completed at 2024-09-17 20:28:01. Your new balance: 23,050 RWF. Fee was 0 RWF.","2024-09-17 18:28:01",1000,"unknown sender","alex doe",32980,0,23050,"Payment to Code Holder"
903,"TxId: 36356336397. Your payment of 13,500 RWF to Robert Brown 38807 has been completed at 2024-09-14 19:51:12. Your new balance: 35,750 RWF. Fee was 0 RWF.","2024-09-14 17:51:12",13500,"unknown sender","robert brown",38807,0,35750,"Payment to Code Holder"
904,"*165*S*1500 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-09-19 09:09:32 . Fee was: 100 RWF. New balance: 6430 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-09-19 07:09:32",1500,"unknown sender","alex doe",250788999999,100,6430,"Transfer to Mobile"
905,"TxId: 48524994396. Your payment of 3,500 RWF to Samuel Carter 96667 has been completed at 2024-09-19 13:52:14. Your new balance: 2,930 RWF. Fee was 0 RWF.","2024-09-19 11:52:14",3500,"unknown sender","samuel carter",96667,0,2930,"Payment to Code Holder"
906,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-19 15:26:11. Your NEW BALANCE :52930 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-09-19 13:26:11",50000,"unknown sender","your mobile money account at",2024,0,52930,"Bank Deposit"
907,"TxId: 78688834340. Your payment of 14,100 RWF to Jane Smith 20307 has been completed at 2024-09-19 15:26:32. Your new balance: 38,830 RWF. Fee was 0 RWF.","2024-09-19 13:26:32",14100,"unknown sender","jane smith",20307,0,38830,"Payment to Code Holder"
908,"TxId: 60193532268. Your payment of 1,300 RWF to Jane Smith 94080 has been completed at 2024-09-19 20:48:28. Your new balance: 37,530 RWF. Fee was 0 RWF.","2024-09-19 18:48:28",1300,"unknown sender","jane smith",94080,0,37530,"Payment to Code Holder"
909,"TxId: 97916279369. Your payment of 4,000 RWF to Samuel Carter 33416 has been completed at 2024-09-18 22:41:17. Your new balance: 19,150 RWF. Fee was 0 RWF.","2024-09-18 20:41:17",4000,"unknown sender","samuel carter",33416,0,19150,"Payment to Code Holder"
